product_id,product_number,product_name,product_cost,product_line,category_id,start_date,end_date
215,HL-U509,Sport-100 Helmet- Black,12,Other Sales,AC_HE,2011-07-01,2012-06-30
216,HL-U509,Sport-100 Helmet- Black,14,Other Sales,AC_HE,2012-07-01,2013-06-30
217,HL-U509,Sport-100 Helmet- Black,13,Other Sales,AC_HE,2013-07-01,
220,HL-U509-B,Sport-100 Helmet- Blue,12,Other Sales,AC_HE,2011-07-01,2012-06-30
221,HL-U509-B,Sport-100 Helmet- Blue,14,Other Sales,AC_HE,2012-07-01,2013-06-30
222,HL-U509-B,Sport-100 Helmet- Blue,13,Other Sales,AC_HE,2013-07-01,
212,HL-U509-R,Sport-100 Helmet- Red,12,Other Sales,AC_HE,2011-07-01,2012-06-30
213,HL-U509-R,Sport-100 Helmet- Red,14,Other Sales,AC_HE,2012-07-01,2013-06-30
214,HL-U509-R,Sport-100 Helmet- Red,13,Other Sales,AC_HE,2013-07-01,
394,HS-0296,LL Headset,15,n/a,CO_HS,2012-07-01,
395,HS-2451,ML Headset,45,n/a,CO_HS,2012-07-01,
396,HS-3479,HL Headset,55,n/a,CO_HS,2012-07-01,
487,HY-1023-70,Hydration Pack - 70 oz.,21,Other Sales,AC_HP,2013-07-01,
232,LJ-0192-L,Long-Sleeve Logo Jersey- L,32,Other Sales,CL_JE,2011-07-01,2012-06-30
233,LJ-0192-L,Long-Sleeve Logo Jersey- L,29,Other Sales,CL_JE,2012-07-01,2013-06-30
234,LJ-0192-L,Long-Sleeve Logo Jersey- L,38,Other Sales,CL_JE,2013-07-01,
229,LJ-0192-M,Long-Sleeve Logo Jersey- M,32,Other Sales,CL_JE,2011-07-01,2012-06-30
230,LJ-0192-M,Long-Sleeve Logo Jersey- M,29,Other Sales,CL_JE,2012-07-01,2013-06-30
231,LJ-0192-M,Long-Sleeve Logo Jersey- M,38,Other Sales,CL_JE,2013-07-01,
226,LJ-0192-S,Long-Sleeve Logo Jersey- S,32,Other Sales,CL_JE,2011-07-01,2012-06-30
227,LJ-0192-S,Long-Sleeve Logo Jersey- S,29,Other Sales,CL_JE,2012-07-01,2013-06-30
228,LJ-0192-S,Long-Sleeve Logo Jersey- S,38,Other Sales,CL_JE,2013-07-01,
235,LJ-0192-X,Long-Sleeve Logo Jersey- XL,32,Other Sales,CL_JE,2011-07-01,2012-06-30
236,LJ-0192-X,Long-Sleeve Logo Jersey- XL,29,Other Sales,CL_JE,2012-07-01,2013-06-30
237,LJ-0192-X,Long-Sleeve Logo Jersey- XL,38,Other Sales,CL_JE,2013-07-01,
447,LO-C100,Cable Lock,10,Other Sales,AC_LO,2012-07-01,
451,LT-H902,Headlights - Dual-Beam,14,Road,AC_LI,2012-07-01,
452,LT-H903,Headlights - Weatherproof,19,Road,AC_LI,2012-07-01,
450,LT-T990,Taillights - Battery-Powered,6,Road,AC_LI,2012-07-01,
446,PA-T100,Touring-Panniers- Large,52,Touring,AC_PA,2012-07-01,
542,PD-M282,LL Mountain Pedal,18,Mountain,CO_PE,2013-07-01,
543,PD-M340,ML Mountain Pedal,28,Mountain,CO_PE,2013-07-01,
544,PD-M562,HL Mountain Pedal,36,Mountain,CO_PE,2013-07-01,
545,PD-R347,LL Road Pedal,18,Road,CO_PE,2013-07-01,
546,PD-R563,ML Road Pedal,28,Road,CO_PE,2013-07-01,
547,PD-R853,HL Road Pedal,36,Road,CO_PE,2013-07-01,
548,PD-T852,Touring Pedal,36,Touring,CO_PE,2013-07-01,
480,PK-7098,Patch Kit/8 Patches,1,Other Sales,AC_TT,2013-07-01,
448,PU-0452,Minipump,8,Other Sales,AC_PU,2012-07-01,
449,PU-M044,Mountain Pump,10,Mountain,AC_PU,2012-07-01,
483,RA-H123,Hitch Rack - 4-Bike,45,Other Sales,AC_BR,2013-07-01,
514,RB-9231,Rear Brakes,47,n/a,CO_BR,2013-07-01,
501,RD-2308,Rear Derailleur,54,n/a,CO_DE,2013-07-01,
419,RW-M423,LL Mountain Rear Wheel,39,Mountain,CO_WH,2012-07-01,
420,RW-M762,ML Mountain Rear Wheel,105,Mountain,CO_WH,2012-07-01,
421,RW-M928,HL Mountain Rear Wheel,145,Mountain,CO_WH,2012-07-01,
422,RW-R623,LL Road Rear Wheel,50,Road,CO_WH,2012-07-01,
423,RW-R762,ML Road Rear Wheel,122,Road,CO_WH,2012-07-01,
424,RW-R820,HL Road Rear Wheel,159,Road,CO_WH,2012-07-01,
425,RW-T905,Touring Rear Wheel,109,Touring,CO_WH,2012-07-01,
461,SB-M891-L,Men's Bib-Shorts- L,37,Other Sales,CL_BS,2012-07-01,
460,SB-M891-M,Men's Bib-Shorts- M,37,Other Sales,CL_BS,2012-07-01,
459,SB-M891-S,Men's Bib-Shorts- S,37,Other Sales,CL_BS,2012-07-01,
515,SE-M236,LL Mountain Seat/Saddle,12,Mountain,CO_SA,2013-07-01,
516,SE-M798,ML Mountain Seat/Saddle,17,Mountain,CO_SA,2013-07-01,
517,SE-M940,HL Mountain Seat/Saddle,23,Mountain,CO_SA,2013-07-01,
518,SE-R581,LL Road Seat/Saddle,12,Road,CO_SA,2013-07-01,
519,SE-R908,ML Road Seat/Saddle,17,Touring,CO_SA,2013-07-01,
520,SE-R995,HL Road Seat/Saddle,23,Road,CO_SA,2013-07-01,
521,SE-T312,LL Touring Seat/Saddle,12,Touring,CO_SA,2013-07-01,
522,SE-T762,ML Touring Seat/Saddle,17,Touring,CO_SA,2013-07-01,
523,SE-T924,HL Touring Seat/Saddle,23,Touring,CO_SA,2013-07-01,
454,SH-M897-L,Men's Sports Shorts- L,25,Other Sales,CL_SH,2012-07-01,
453,SH-M897-M,Men's Sports Shorts- M,25,Other Sales,CL_SH,2012-07-01,
445,SH-M897-S,Men's Sports Shorts- S,25,Other Sales,CL_SH,2012-07-01,
455,SH-M897-X,Men's Sports Shorts- XL,25,Other Sales,CL_SH,2012-07-01,
476,SH-W890-L,Women's Mountain Shorts- L,26,Mountain,CL_SH,2013-07-01,
475,SH-W890-M,Women's Mountain Shorts- M,26,Mountain,CL_SH,2013-07-01,
474,SH-W890-S,Women's Mountain Shorts- S,26,Mountain,CL_SH,2013-07-01,
490,SJ-0194-L,Short-Sleeve Classic Jersey- L,42,Other Sales,CL_JE,2013-07-01,
489,SJ-0194-M,Short-Sleeve Classic Jersey- M,42,Other Sales,CL_JE,2013-07-01,
488,SJ-0194-S,Short-Sleeve Classic Jersey- S,42,Other Sales,CL_JE,2013-07-01,
491,SJ-0194-X,Short-Sleeve Classic Jersey- XL,42,Other Sales,CL_JE,2013-07-01,
219,SO-B909-L,Mountain Bike Socks- L,3,Mountain,CL_SO,2011-07-01,
218,SO-B909-M,Mountain Bike Socks- M,3,Mountain,CL_SO,2011-07-01,
482,SO-R809-L,Racing Socks- L,3,Road,CL_SO,2013-07-01,
481,SO-R809-M,Racing Socks- M,3,Road,CL_SO,2013-07-01,
486,ST-1401,All-Purpose Bike Stand,59,Mountain,AC_BS,2013-07-01,
458,TG-W091-L,Women's Tights- L,31,Other Sales,CL_TI,2012-07-01,
457,TG-W091-M,Women's Tights- M,31,Other Sales,CL_TI,2012-07-01,
456,TG-W091-S,Women's Tights- S,31,Other Sales,CL_TI,2012-07-01,
535,TI-M267,LL Mountain Tire,9,Mountain,AC_TT,2013-07-01,
536,TI-M602,ML Mountain Tire,11,Mountain,AC_TT,2013-07-01,
537,TI-M823,HL Mountain Tire,13,Mountain,AC_TT,2013-07-01,
538,TI-R092,LL Road Tire,8,Road,AC_TT,2013-07-01,
539,TI-R628,ML Road Tire,9,Road,AC_TT,2013-07-01,
540,TI-R982,HL Road Tire,12,Road,AC_TT,2013-07-01,
541,TI-T723,Touring Tire,11,Touring,AC_TT,2013-07-01,
528,TT-M928,Mountain Tire Tube,2,Mountain,AC_TT,2013-07-01,
529,TT-R982,Road Tire Tube,1,Road,AC_TT,2013-07-01,
530,TT-T092,Touring Tire Tube,2,Touring,AC_TT,2013-07-01,
473,VE-C304-L,Classic Vest- L,24,Other Sales,CL_VE,2013-07-01,
472,VE-C304-M,Classic Vest- M,24,Other Sales,CL_VE,2013-07-01,
471,VE-C304-S,Classic Vest- S,24,Other Sales,CL_VE,2013-07-01,
477,WB-H098,Water Bottle - 30 oz.,2,Other Sales,AC_BC,2013-07-01,
